parent_name,year,fuel_category,attributed_co2
CMS ENERGY CORP,2012,Other,1648368.7
CMS ENERGY CORP,2013,Coal,12559050.53969
CMS ENERGY CORP,2013,Natural Gas,2600043.43266
CMS ENERGY CORP,2013,Oil,946.9783799999999
CMS ENERGY CORP,2013,Other,1906937.5
CMS ENERGY CORP,2014,Coal,11823010.93496
CMS ENERGY CORP,2014,Natural Gas,2691785.11616
CMS ENERGY CORP,2014,Oil,11893.83488
CMS ENERGY CORP,2014,Other,1890678.35
CMS ENERGY CORP,2015,Coal,12388560.73767
CMS ENERGY CORP,2015,Natural Gas,4574437.36846
CMS ENERGY CORP,2015,Oil,22597.77217
CMS ENERGY CORP,2015,Other,1513597.9500000002
CMS ENERGY CORP,2016,Coal,8963002.05291
CMS ENERGY CORP,2016,Natural Gas,6774121.73016
CMS ENERGY CORP,2016,Oil,2563.30762
CMS ENERGY CORP,2016,Other,1768791.6
CMS ENERGY CORP,2017,Coal,10228879.02194
CMS ENERGY CORP,2017,Natural Gas,6258839.06238
CMS ENERGY CORP,2017,Oil,1222.60076
CMS ENERGY CORP,2017,Other,1758826.5
CMS ENERGY CORP,2018,Coal,10040514.32677
CMS ENERGY CORP,2018,Natural Gas,6734874.7245
CMS ENERGY CORP,2018,Oil,2420.3615400000003
CMS ENERGY CORP,2018,Other,1691450.2000000002
CMS ENERGY CORP,2019,Coal,9893215.159820002
CMS ENERGY CORP,2019,Natural Gas,7527272.26732
CMS ENERGY CORP,2019,Oil,666.00752
CMS ENERGY CORP,2019,Other,1525753.3
CMS ENERGY CORP,2020,Coal,8338059.56917
CMS ENERGY CORP,2020,Natural Gas,8238534.39287
CMS ENERGY CORP,2020,Oil,1849.81337
CMS ENERGY CORP,2020,Other,357890.8
CMS ENERGY CORP,2021,Coal,11218670.507
CMS ENERGY CORP,2021,Natural Gas,6837066.05783
CMS ENERGY CORP,2021,Oil,1431.12707
CMS ENERGY CORP,2021,Other,1499982.85
CMS ENERGY CORP,2022,Coal,10562263.023540001
CMS ENERGY CORP,2022,Natural Gas,7792090.15259
CMS ENERGY CORP,2022,Oil,1836.4175
CMS ENERGY CORP,2022,Other,1258833.2
CMS ENERGY CORP,2023,Coal,7050739.42942
CMS ENERGY CORP,2023,Natural Gas,8172680.16549
CMS ENERGY CORP,2023,Oil,2516.94639
CMS ENERGY CORP,2023,Other,1319081.15
CONSTELLATION ENERGY CORP,2011,Coal,403449.19999999995
CONSTELLATION ENERGY CORP,2011,Natural Gas,5913237.11
CONSTELLATION ENERGY CORP,2011,Oil,61088.9
CONSTELLATION ENERGY CORP,2012,Natural Gas,6036399.5
CONSTELLATION ENERGY CORP,2012,Oil,98231.59999999999
CONSTELLATION ENERGY CORP,2013,Natural Gas,4360474.5
CONSTELLATION ENERGY CORP,2013,Oil,374171.0
CONSTELLATION ENERGY CORP,2014,Natural Gas,2846881.2
CONSTELLATION ENERGY CORP,2014,Oil,399629.1
CONSTELLATION ENERGY CORP,2015,Natural Gas,3624242.1
CONSTELLATION ENERGY CORP,2015,Oil,390715.60000000003
CONSTELLATION ENERGY CORP,2016,Natural Gas,5608754.8
CONSTELLATION ENERGY CORP,2016,Oil,238951.0
CONSTELLATION ENERGY CORP,2017,Natural Gas,6993786.899999999
CONSTELLATION ENERGY CORP,2017,Oil,143781.2
CONSTELLATION ENERGY CORP,2018,Natural Gas,7829162.1
CONSTELLATION ENERGY CORP,2018,Oil,274624.4
CONSTELLATION ENERGY CORP,2019,Natural Gas,8017676.2
CONSTELLATION ENERGY CORP,2019,Oil,36567.799999999996
CONSTELLATION ENERGY CORP,2020,Natural Gas,7452481.1
CONSTELLATION ENERGY CORP,2020,Oil,25505.9
CONSTELLATION ENERGY CORP,2021,Natural Gas,7616988.91
CONSTELLATION ENERGY CORP,2021,Oil,23244.399999999998
CONSTELLATION ENERGY CORP,2022,Natural Gas,8186269.3
CONSTELLATION ENERGY CORP,2022,Oil,35468.6
CONSTELLATION ENERGY CORP,2023,Natural Gas,8887330.1
CONSTELLATION ENERGY CORP,2023,Oil,33479.4
CPN MANAGEMENT LP,2011,Natural Gas,33053477.516
CPN MANAGEMENT LP,2011,Oil,9726.5
CPN MANAGEMENT LP,2011,Other,1463702.1
CPN MANAGEMENT LP,2012,Natural Gas,41066218.646
CPN MANAGEMENT LP,2012,Oil,85.6
CPN MANAGEMENT LP,2012,Other,1292694.8
CPN MANAGEMENT LP,2013,Natural Gas,39133049.0415
CPN MANAGEMENT LP,2013,Oil,245.6
CPN MANAGEMENT LP,2013,Other,1202144.5
CPN MANAGEMENT LP,2014,Natural Gas,39449973.0645
CPN MANAGEMENT LP,2014,Oil,58535.0
CPN MANAGEMENT LP,2014,Other,1531918.2
CPN MANAGEMENT LP,2015,Natural Gas,43800638.423
CPN MANAGEMENT LP,2015,Oil,16877.800000000003
CPN MANAGEMENT LP,2015,Other,2027240.9
CPN MANAGEMENT LP,2016,Natural Gas,39401053.874
CPN MANAGEMENT LP,2016,Oil,287.99999999999994
CPN MANAGEMENT LP,2016,Other,1862979.7
CPN MANAGEMENT LP,2017,Natural Gas,34397729.277
CPN MANAGEMENT LP,2017,Oil,467.6
CPN MANAGEMENT LP,2017,Other,1902367.2
CPN MANAGEMENT LP,2018,Natural Gas,36321496.82
CPN MANAGEMENT LP,2018,Oil,151579.21
CPN MANAGEMENT LP,2018,Other,1882700.2
CPN MANAGEMENT LP,2019,Natural Gas,38406144.592
CPN MANAGEMENT LP,2019,Oil,151.2
CPN MANAGEMENT LP,2019,Other,1723263.7000000002
CPN MANAGEMENT LP,2020,Natural Gas,42371215.5075
CPN MANAGEMENT LP,2020,Oil,73.5
CPN MANAGEMENT LP,2020,Other,2226841.9
CPN MANAGEMENT LP,2021,Natural Gas,41268722.916
CPN MANAGEMENT LP,2021,Oil,278.1
CPN MANAGEMENT LP,2021,Other,1505120.8
CPN MANAGEMENT LP,2022,Natural Gas,42316767.0675
CPN MANAGEMENT LP,2022,Oil,11781.5
CPN MANAGEMENT LP,2022,Other,1418253.2
CPN MANAGEMENT LP,2023,Natural Gas,46406731.314500004
CPN MANAGEMENT LP,2023,Oil,240.6
CPN MANAGEMENT LP,2023,Other,1213410.5
CPS ENERGY,2011,Coal,9376285.5
CPS ENERGY,2011,Natural Gas,2758614.0
CPS ENERGY,2012,Coal,9117983.4
CPS ENERGY,2012,Natural Gas,2802845.1999999997
CPS ENERGY,2013,Coal,7497239.05
CPS ENERGY,2013,Natural Gas,2534142.8445848
CPS ENERGY,2014,Coal,9015817.2
CPS ENERGY,2014,Natural Gas,2638691.50383071
CPS ENERGY,2015,Coal,4689567.63
CPS ENERGY,2015,Natural Gas,2992715.05229804
CPS ENERGY,2016,Coal,5506708.16
CPS ENERGY,2016,Natural Gas,3022247.64287098
CPS ENERGY,2017,Coal,5939472.83
CPS ENERGY,2017,Natural Gas,2593956.55593106
CPS ENERGY,2018,Coal,7141996.37
CPS ENERGY,2018,Natural Gas,3515624.003989488
CPS ENERGY,2019,Coal,6780004.0
CPS ENERGY,2019,Natural Gas,4310685.55044322
CPS ENERGY,2020,Coal,5753611.54
CPS ENERGY,2020,Natural Gas,3953565.4880519197
CPS ENERGY,2021,Coal,7954798.88
CPS ENERGY,2021,Natural Gas,3949933.655204076
CPS ENERGY,2022,Coal,7002321.6
CPS ENERGY,2022,Natural Gas,4712641.297214484
CPS ENERGY,2023,Coal,5574127.73
CPS ENERGY,2023,Natural Gas,5000469.78059878
DOMINION ENERGY INC,2011,Coal,26942245.45
DOMINION ENERGY INC,2011,Natural Gas,7041652.29
DOMINION ENERGY INC,2011,Oil,235385.8
DOMINION ENERGY INC,2012,Coal,25126703.35
DOMINION ENERGY INC,2012,Natural Gas,8606987.2
DOMINION ENERGY INC,2012,Oil,169213.2
DOMINION ENERGY INC,2013,Coal,29725525.8
DOMINION ENERGY INC,2013,Natural Gas,8538927.5
DOMINION ENERGY INC,2013,Oil,113916.2
DOMINION ENERGY INC,2014,Coal,32490446.86
DOMINION ENERGY INC,2014,Natural Gas,7786138.89
DOMINION ENERGY INC,2014,Oil,438200.69
DOMINION ENERGY INC,2015,Coal,29884045.55
DOMINION ENERGY INC,2015,Natural Gas,11261043.4
DOMINION ENERGY INC,2015,Oil,546642.6000000001
DOMINION ENERGY INC,2016,Coal,28644517.11
DOMINION ENERGY INC,2016,Natural Gas,14147219.01
DOMINION ENERGY INC,2016,Oil,244958.4
DOMINION ENERGY INC,2017,Coal,22186115.45
DOMINION ENERGY INC,2017,Natural Gas,15203123.4
DOMINION ENERGY INC,2017,Oil,215995.2
DOMINION ENERGY INC,2018,Coal,19305782.34
DOMINION ENERGY INC,2018,Natural Gas,16949358.18
DOMINION ENERGY INC,2018,Oil,470060.41000000003
DOMINION ENERGY INC,2019,Coal,12510743.8
DOMINION ENERGY INC,2019,Natural Gas,20212696.31
DOMINION ENERGY INC,2019,Oil,99669.98999999999
DOMINION ENERGY INC,2020,Coal,11585540.35
DOMINION ENERGY INC,2020,Natural Gas,22248937.39
DOMINION ENERGY INC,2020,Oil,79299.9
DOMINION ENERGY INC,2021,Coal,12692867.809999999
DOMINION ENERGY INC,2021,Natural Gas,19545280.9
DOMINION ENERGY INC,2021,Oil,79757.3
DOMINION ENERGY INC,2022,Coal,12297036.11
DOMINION ENERGY INC,2022,Natural Gas,18844406.1
DOMINION ENERGY INC,2022,Oil,156896.69999999998
DOMINION ENERGY INC,2023,Coal,9435646.25
DOMINION ENERGY INC,2023,Natural Gas,18631913.4
DOMINION ENERGY INC,2023,Oil,10424.2
DTE ENERGY CO,2011,Coal,33243438.4
DTE ENERGY CO,2011,Natural Gas,453301.1
DTE ENERGY CO,2011,Oil,13130.900000000001
DTE ENERGY CO,2012,Coal,31843736.99
DTE ENERGY CO,2012,Natural Gas,913288.1
DTE ENERGY CO,2012,Oil,6520.6
DTE ENERGY CO,2013,Coal,32955637.61
DTE ENERGY CO,2013,Natural Gas,579329.4
DTE ENERGY CO,2013,Oil,10339.2
DTE ENERGY CO,2014,Coal,30818614.4
DTE ENERGY CO,2014,Natural Gas,401819.7
DTE ENERGY CO,2014,Oil,10427.699999999999
DTE ENERGY CO,2015,Coal,30643980.7
DTE ENERGY CO,2015,Natural Gas,474351.8
DTE ENERGY CO,2015,Oil,7289.0
DTE ENERGY CO,2016,Coal,26320741.0
DTE ENERGY CO,2016,Natural Gas,1391883.6
DTE ENERGY CO,2016,Oil,35504.1
DTE ENERGY CO,2017,Coal,24183531.5
DTE ENERGY CO,2017,Natural Gas,1555009.39
DTE ENERGY CO,2017,Oil,3059142.8
DTE ENERGY CO,2018,Coal,29763221.71
DTE ENERGY CO,2018,Natural Gas,1438565.2
DTE ENERGY CO,2018,Oil,4207.3
DTE ENERGY CO,2019,Coal,26211664.7
DTE ENERGY CO,2019,Natural Gas,1407107.39
DTE ENERGY CO,2019,Oil,4789.6
DTE ENERGY CO,2020,Coal,19478648.7
DTE ENERGY CO,2020,Natural Gas,2035783.9000000001
DTE ENERGY CO,2020,Oil,14531.7
DTE ENERGY CO,2021,Coal,26144572.6
DTE ENERGY CO,2021,Natural Gas,1293885.21
DTE ENERGY CO,2021,Oil,5422.8
DTE ENERGY CO,2022,Coal,23782940.6
DTE ENERGY CO,2022,Natural Gas,2528600.8
DTE ENERGY CO,2022,Oil,18079.9
DTE ENERGY CO,2023,Coal,16986364.3
DTE ENERGY CO,2023,Natural Gas,4803232.3
DTE ENERGY CO,2023,Oil,7297.900000000001
DUKE ENERGY CORP,2011,Coal,86228955.90997
DUKE ENERGY CORP,2011,Natural Gas,15241903.475
DUKE ENERGY CORP,2011,Oil,60460.33441
DUKE ENERGY CORP,2012,Coal,78569276.99613
DUKE ENERGY CORP,2012,Natural Gas,18675891.1
DUKE ENERGY CORP,2012,Oil,55869.9
DUKE ENERGY CORP,2013,Coal,74972541.78267
DUKE ENERGY CORP,2013,Natural Gas,22212180.7625
DUKE ENERGY CORP,2013,Oil,90300.3
DUKE ENERGY CORP,2014,Coal,77948851.11668
DUKE ENERGY CORP,2014,Natural Gas,22650404.325
DUKE ENERGY CORP,2014,Oil,347677.7
DUKE ENERGY CORP,2015,Coal,67563506.76588
DUKE ENERGY CORP,2015,Natural Gas,27956477.0
DUKE ENERGY CORP,2015,Oil,325461.6
DUKE ENERGY CORP,2016,Coal,67278289.83184
DUKE ENERGY CORP,2016,Natural Gas,29566235.8625
DUKE ENERGY CORP,2016,Oil,138505.4
DUKE ENERGY CORP,2017,Coal,65733607.89324
DUKE ENERGY CORP,2017,Natural Gas,28968597.6
DUKE ENERGY CORP,2017,Oil,120818.2
DUKE ENERGY CORP,2018,Coal,62166181.64063
DUKE ENERGY CORP,2018,Natural Gas,33363728.65
DUKE ENERGY CORP,2018,Oil,463484.1
DUKE ENERGY CORP,2019,Coal,51316188.17768
DUKE ENERGY CORP,2019,Natural Gas,33237639.0
DUKE ENERGY CORP,2019,Oil,63370.7
DUKE ENERGY CORP,2020,Coal,40860362.85582
DUKE ENERGY CORP,2020,Natural Gas,30769080.5125
DUKE ENERGY CORP,2020,Oil,43477.4
DUKE ENERGY CORP,2020,Other,2716657.4000000004
DUKE ENERGY CORP,2021,Coal,43394454.64817
DUKE ENERGY CORP,2021,Natural Gas,33396856.5
DUKE ENERGY CORP,2021,Oil,137306.6
DUKE ENERGY CORP,2022,Coal,41389231.52111
DUKE ENERGY CORP,2022,Natural Gas,35577645.9
DUKE ENERGY CORP,2022,Oil,353869.4
DUKE ENERGY CORP,2023,Coal,38019254.35222
DUKE ENERGY CORP,2023,Natural Gas,33692486.6125
DUKE ENERGY CORP,2023,Oil,36021.4
EAST KENTUCKY POWER COOPERATIVE INC,2011,Coal,10114771.6
EAST KENTUCKY POWER COOPERATIVE INC,2011,Natural Gas,341938.9
EAST KENTUCKY POWER COOPERATIVE INC,2011,Oil,84.89999999999999
EAST KENTUCKY POWER COOPERATIVE INC,2012,Coal,8883800.39
EAST KENTUCKY POWER COOPERATIVE INC,2012,Natural Gas,600244.2
EAST KENTUCKY POWER COOPERATIVE INC,2012,Oil,51.400000000000006
EAST KENTUCKY POWER COOPERATIVE INC,2013,Coal,8668214.23
EAST KENTUCKY POWER COOPERATIVE INC,2013,Natural Gas,239185.7
EAST KENTUCKY POWER COOPERATIVE INC,2013,Oil,53.5
EAST KENTUCKY POWER COOPERATIVE INC,2014,Coal,8908725.1
EAST KENTUCKY POWER COOPERATIVE INC,2014,Natural Gas,305059.8
EAST KENTUCKY POWER COOPERATIVE INC,2014,Oil,187.9
EAST KENTUCKY POWER COOPERATIVE INC,2015,Coal,7382553.9
EAST KENTUCKY POWER COOPERATIVE INC,2015,Natural Gas,281961.1
EAST KENTUCKY POWER COOPERATIVE INC,2015,Oil,99.0
EAST KENTUCKY POWER COOPERATIVE INC,2016,Coal,8790471.52
EAST KENTUCKY POWER COOPERATIVE INC,2016,Natural Gas,186099.80000000002
EAST KENTUCKY POWER COOPERATIVE INC,2016,Oil,48.4
EAST KENTUCKY POWER COOPERATIVE INC,2017,Coal,6791379.84
EAST KENTUCKY POWER COOPERATIVE INC,2017,Natural Gas,162162.1
EAST KENTUCKY POWER COOPERATIVE INC,2017,Oil,72.0
EAST KENTUCKY POWER COOPERATIVE INC,2018,Coal,7920572.46
EAST KENTUCKY POWER COOPERATIVE INC,2018,Natural Gas,330935.4
EAST KENTUCKY POWER COOPERATIVE INC,2018,Oil,100.5
EAST KENTUCKY POWER COOPERATIVE INC,2019,Coal,5882007.93
EAST KENTUCKY POWER COOPERATIVE INC,2019,Natural Gas,322444.2
EAST KENTUCKY POWER COOPERATIVE INC,2019,Oil,105.4
EAST KENTUCKY POWER COOPERATIVE INC,2020,Coal,7017412.86
EAST KENTUCKY POWER COOPERATIVE INC,2020,Natural Gas,252069.4
EAST KENTUCKY POWER COOPERATIVE INC,2020,Oil,9745.6
EAST KENTUCKY POWER COOPERATIVE INC,2021,Coal,8374275.28
EAST KENTUCKY POWER COOPERATIVE INC,2021,Natural Gas,490516.3
EAST KENTUCKY POWER COOPERATIVE INC,2021,Oil,110.5
EAST KENTUCKY POWER COOPERATIVE INC,2022,Coal,8708387.73
EAST KENTUCKY POWER COOPERATIVE INC,2022,Natural Gas,612376.6
EAST KENTUCKY POWER COOPERATIVE INC,2022,Oil,191.39999999999998
EAST KENTUCKY POWER COOPERATIVE INC,2023,Coal,7813104.3
EAST KENTUCKY POWER COOPERATIVE INC,2023,Natural Gas,301850.6
EAST KENTUCKY POWER COOPERATIVE INC,2023,Oil,74.10000000000001
ENTERGY CORP,2011,Coal,16609582.52171
ENTERGY CORP,2011,Natural Gas,18877087.650000002
ENTERGY CORP,2011,Oil,1294.23459
ENTERGY CORP,2011,Other,220.4
ENTERGY CORP,2012,Coal,15554231.36144
ENTERGY CORP,2012,Natural Gas,19838691.4578
ENTERGY CORP,2012,Oil,1539.34888
ENTERGY CORP,2012,Other,151.5
ENTERGY CORP,2013,Coal,15790654.23363
ENTERGY CORP,2013,Natural Gas,19079986.244400002
ENTERGY CORP,2013,Oil,1160.0520099999999
ENTERGY CORP,2013,Other,468.9
ENTERGY CORP,2014,Coal,15263546.58425
ENTERGY CORP,2014,Natural Gas,20268675.0968
ENTERGY CORP,2014,Oil,6999.67381
ENTERGY CORP,2014,Other,303.1
ENTERGY CORP,2015,Coal,9331318.375009999
ENTERGY CORP,2015,Natural Gas,25884365.9828
ENTERGY CORP,2015,Oil,11062.125180000001
ENTERGY CORP,2015,Other,613.4
ENTERGY CORP,2016,Coal,10032592.43454
ENTERGY CORP,2016,Natural Gas,26360582.9608
ENTERGY CORP,2016,Oil,4719.98306
ENTERGY CORP,2016,Other,299.3
ENTERGY CORP,2017,Coal,11767647.975019999
ENTERGY CORP,2017,Natural Gas,22982812.404
ENTERGY CORP,2017,Oil,13232.78604
ENTERGY CORP,2017,Other,246.8
ENTERGY CORP,2018,Coal,12847387.16423
ENTERGY CORP,2018,Natural Gas,25337671.802
ENTERGY CORP,2018,Oil,9633.407099999999
ENTERGY CORP,2018,Other,386.7
ENTERGY CORP,2019,Coal,9596400.33248
ENTERGY CORP,2019,Natural Gas,26546297.872
ENTERGY CORP,2019,Oil,10719.24973
ENTERGY CORP,2019,Other,279.2
ENTERGY CORP,2020,Coal,5130614.631329999
ENTERGY CORP,2020,Natural Gas,27939054.305999998
ENTERGY CORP,2020,Oil,3444.97241
ENTERGY CORP,2020,Other,521.6
ENTERGY CORP,2021,Coal,8285229.722339999
ENTERGY CORP,2021,Natural Gas,27645838.216000002
ENTERGY CORP,2021,Oil,5466.77005
ENTERGY CORP,2021,Other,788.3
ENTERGY CORP,2022,Coal,8382425.3094999995
ENTERGY CORP,2022,Natural Gas,31281890.322
ENTERGY CORP,2022,Oil,10723.38017
ENTERGY CORP,2022,Other,717.9
ENTERGY CORP,2023,Coal,6696942.69243
ENTERGY CORP,2023,Natural Gas,31046889.098
ENTERGY CORP,2023,Oil,4530.864
ENTERGY CORP,2023,Other,439.7
EVERGY INC,2011,Coal,37900473.6786
EVERGY INC,2011,Natural Gas,1328925.6600000001
EVERGY INC,2011,Oil,10377.5
EVERGY INC,2012,Coal,37421321.3932
EVERGY INC,2012,Natural Gas,1422479.0
EVERGY INC,2012,Oil,6352.8
EVERGY INC,2013,Coal,37992590.350600004
EVERGY INC,2013,Natural Gas,1156605.36
EVERGY INC,2013,Oil,7851.84
EVERGY INC,2014,Coal,34599692.328600004
EVERGY INC,2014,Natural Gas,867750.52
EVERGY INC,2014,Oil,15628.66
EVERGY INC,2015,Coal,33083172.0858
EVERGY INC,2015,Natural Gas,849166.62
EVERGY INC,2015,Oil,24539.2
EVERGY INC,2016,Coal,32016910.261
EVERGY INC,2016,Natural Gas,963745.72
EVERGY INC,2016,Oil,1606.8
EVERGY INC,2017,Coal,29208805.2106
EVERGY INC,2017,Natural Gas,963962.06
EVERGY INC,2017,Oil,12019.4
EVERGY INC,2018,Coal,26866854.9886
EVERGY INC,2018,Natural Gas,1388839.24
EVERGY INC,2018,Oil,18372.5
EVERGY INC,2019,Coal,24757815.2414
EVERGY INC,2019,Natural Gas,1514199.1600000001
EVERGY INC,2019,Oil,10838.6
EVERGY INC,2020,Coal,22658337.0122
EVERGY INC,2020,Natural Gas,1126056.98
EVERGY INC,2020,Oil,6809.0
EVERGY INC,2021,Coal,25187356.7608
EVERGY INC,2021,Natural Gas,973218.5
EVERGY INC,2021,Oil,23305.7
EVERGY INC,2022,Coal,25711815.6928
EVERGY INC,2022,Natural Gas,1387648.92
EVERGY INC,2022,Oil,9597.7
EVERGY INC,2023,Coal,20560157.3996
EVERGY INC,2023,Natural Gas,2247575.92
EVERGY INC,2023,Oil,7527.1
EXXON MOBIL CORP,2011,Natural Gas,2890530.2
EXXON MOBIL CORP,2011,Oil,1341.9
EXXON MOBIL CORP,2011,Other,2315789.7
EXXON MOBIL CORP,2012,Natural Gas,2814648.9
EXXON MOBIL CORP,2012,Oil,1319.0
EXXON MOBIL CORP,2012,Other,2008209.2
EXXON MOBIL CORP,2013,Natural Gas,3094277.3
EXXON MOBIL CORP,2013,Oil,3009.8
EXXON MOBIL CORP,2013,Other,2313980.3
EXXON MOBIL CORP,2014,Natural Gas,2666558.6
EXXON MOBIL CORP,2014,Oil,1651.0
EXXON MOBIL CORP,2014,Other,1816396.0
EXXON MOBIL CORP,2015,Natural Gas,2809131.1999999997
EXXON MOBIL CORP,2015,Oil,7171.1
EXXON MOBIL CORP,2015,Other,1878406.9000000001
EXXON MOBIL CORP,2016,Natural Gas,2726093.5
EXXON MOBIL CORP,2016,Oil,5882.8
EXXON MOBIL CORP,2016,Other,2071892.9
EXXON MOBIL CORP,2017,Natural Gas,2699618.1
EXXON MOBIL CORP,2017,Oil,6465.1
EXXON MOBIL CORP,2017,Other,1891183.4000000001
EXXON MOBIL CORP,2018,Natural Gas,2751075.1
EXXON MOBIL CORP,2018,Oil,8354.8
EXXON MOBIL CORP,2018,Other,1759561.7
EXXON MOBIL CORP,2019,Natural Gas,2798346.1
EXXON MOBIL CORP,2019,Oil,3620.1000000000004
EXXON MOBIL CORP,2019,Other,1674066.9
EXXON MOBIL CORP,2020,Natural Gas,2928324.0
EXXON MOBIL CORP,2020,Oil,3202.9
EXXON MOBIL CORP,2020,Other,1836911.0999999999
EXXON MOBIL CORP,2021,Natural Gas,3038587.9
EXXON MOBIL CORP,2021,Oil,4305.900000000001
EXXON MOBIL CORP,2021,Other,1890272.0999999999
EXXON MOBIL CORP,2022,Natural Gas,3118776.5
EXXON MOBIL CORP,2022,Oil,4008.8
EXXON MOBIL CORP,2022,Other,1350130.4
EXXON MOBIL CORP,2023,Natural Gas,3129507.6
EXXON MOBIL CORP,2023,Oil,1689.8999999999999
EXXON MOBIL CORP,2023,Other,1703549.2
FIRSTENERGY CORP,2011,Coal,16699579.0
FIRSTENERGY CORP,2011,Natural Gas,39.5
FIRSTENERGY CORP,2011,Oil,11605.3
FIRSTENERGY CORP,2012,Coal,14449951.3
FIRSTENERGY CORP,2012,Natural Gas,53.599999999999994
FIRSTENERGY CORP,2012,Oil,8915.5
FIRSTENERGY CORP,2013,Coal,18544191.3
FIRSTENERGY CORP,2013,Natural Gas,40.3
FIRSTENERGY CORP,2013,Oil,5214.8
FIRSTENERGY CORP,2014,Coal,17481092.3
FIRSTENERGY CORP,2014,Natural Gas,28.2
FIRSTENERGY CORP,2014,Oil,8600.5
FIRSTENERGY CORP,2015,Coal,17040013.0
FIRSTENERGY CORP,2015,Natural Gas,2.8
FIRSTENERGY CORP,2015,Oil,7270.5
FIRSTENERGY CORP,2016,Coal,18142876.5
FIRSTENERGY CORP,2016,Natural Gas,6.0
FIRSTENERGY CORP,2016,Oil,5661.6
FIRSTENERGY CORP,2017,Coal,17897912.9
FIRSTENERGY CORP,2017,Natural Gas,1.5
FIRSTENERGY CORP,2017,Oil,7808.9
FIRSTENERGY CORP,2018,Coal,17532888.1
FIRSTENERGY CORP,2018,Natural Gas,3085.3
FIRSTENERGY CORP,2018,Oil,6281.7
FIRSTENERGY CORP,2019,Coal,17833928.7
FIRSTENERGY CORP,2019,Natural Gas,1759.9
FIRSTENERGY CORP,2019,Oil,3679.3999999999996
FIRSTENERGY CORP,2020,Coal,14436251.6
FIRSTENERGY CORP,2020,Natural Gas,19.6
FIRSTENERGY CORP,2020,Oil,5161.6
FIRSTENERGY CORP,2021,Coal,15694252.5
FIRSTENERGY CORP,2021,Natural Gas,40.8
FIRSTENERGY CORP,2021,Oil,6447.4
FIRSTENERGY CORP,2022,Coal,16394376.3
FIRSTENERGY CORP,2022,Natural Gas,54.3
FIRSTENERGY CORP,2022,Oil,4591.6
FIRSTENERGY CORP,2023,Coal,15130960.6
FIRSTENERGY CORP,2023,Natural Gas,26.4
FIRSTENERGY CORP,2023,Oil,4917.8
LIGHTSTONE GENERATION LLC,2011,Coal,17507617.6
LIGHTSTONE GENERATION LLC,2011,Natural Gas,2571673.0
LIGHTSTONE GENERATION LLC,2011,Oil,9122.699999999999
LIGHTSTONE GENERATION LLC,2012,Coal,16501897.100000001
LIGHTSTONE GENERATION LLC,2012,Natural Gas,4574753.0
LIGHTSTONE GENERATION LLC,2012,Oil,6349.8
LIGHTSTONE GENERATION LLC,2013,Coal,14294613.7
LIGHTSTONE GENERATION LLC,2013,Natural Gas,2615068.7
LIGHTSTONE GENERATION LLC,2013,Oil,10885.2
LIGHTSTONE GENERATION LLC,2014,Coal,15442473.6
LIGHTSTONE GENERATION LLC,2014,Natural Gas,2916455.6999999997
LIGHTSTONE GENERATION LLC,2014,Oil,8581.6
LIGHTSTONE GENERATION LLC,2015,Coal,13701615.7
LIGHTSTONE GENERATION LLC,2015,Natural Gas,5044623.9
LIGHTSTONE GENERATION LLC,2015,Oil,10871.8
LIGHTSTONE GENERATION LLC,2016,Coal,13179837.399999999
LIGHTSTONE GENERATION LLC,2016,Natural Gas,5518599.5
LIGHTSTONE GENERATION LLC,2016,Oil,11355.5
LIGHTSTONE GENERATION LLC,2017,Coal,14027781.3
LIGHTSTONE GENERATION LLC,2017,Natural Gas,5233074.6
LIGHTSTONE GENERATION LLC,2017,Oil,3601.4999999999995
LIGHTSTONE GENERATION LLC,2018,Coal,14346615.399999999
LIGHTSTONE GENERATION LLC,2018,Natural Gas,5339114.4
LIGHTSTONE GENERATION LLC,2018,Oil,10094.0
LIGHTSTONE GENERATION LLC,2019,Coal,12934779.9
LIGHTSTONE GENERATION LLC,2019,Natural Gas,5678049.5
LIGHTSTONE GENERATION LLC,2019,Oil,5426.0
LIGHTSTONE GENERATION LLC,2020,Coal,13675343.6
LIGHTSTONE GENERATION LLC,2020,Natural Gas,6151729.399999999
LIGHTSTONE GENERATION LLC,2020,Oil,2386.5
LIGHTSTONE GENERATION LLC,2021,Coal,13355912.600000001
LIGHTSTONE GENERATION LLC,2021,Natural Gas,5770095.899999999
LIGHTSTONE GENERATION LLC,2021,Oil,14442.5
LIGHTSTONE GENERATION LLC,2022,Coal,11192607.899999999
LIGHTSTONE GENERATION LLC,2022,Natural Gas,6148663.6
LIGHTSTONE GENERATION LLC,2022,Oil,15497.0
LIGHTSTONE GENERATION LLC,2023,Coal,13337288.5
LIGHTSTONE GENERATION LLC,2023,Natural Gas,5679229.2
LIGHTSTONE GENERATION LLC,2023,Oil,6137.9
LOWER COLORADO RIVER AUTHORITY,2011,Coal,7209994.8344
LOWER COLORADO RIVER AUTHORITY,2011,Natural Gas,1291158.5063399998
LOWER COLORADO RIVER AUTHORITY,2011,Oil,0.0
LOWER COLORADO RIVER AUTHORITY,2012,Coal,5844689.2589
LOWER COLORADO RIVER AUTHORITY,2012,Natural Gas,1060913.8957500001
LOWER COLORADO RIVER AUTHORITY,2012,Oil,36.011199999999995
