Last_updated,ID_Code,ISIN_ID,Name,Country,Geographic_region,Entity_type,Private_company,End_target,End_target_percentage_reduction,End_target_baseline_year,End_target_year,Status_of_end_target,Date_of_last_status_update,End_target_text,End_target_source_url,Interim_target,Interim_target_year,Interim_target_percentage_reduction,Interim_target_baseline_year,Interim_target_text,Targets_notes,GHGs_covered,Scope_1_coverage,Scope_2_coverage,Scope_3_coverage,Coverage_notes,Published_plan,Published_plan_measures,Reporting_mechanism,International_equity_just_transition,Accountability_delivery,Governance_notes,Carbon_credits,Carbon_credits_conditions,Max_emission_offset,Carbon_credits_conditions_other,Separate_removal_target,Planning_removals,Removals_and_credits_notes,Territorial_emissions,Consumption_emissions,International_aviation,International_shipping,Historical_emissions,Race_to_zero_member,GDP,GDP_year,Population,Population_year,Company_annual_revenue,Industry,Employees,GHG_emissions,GHG_emissions_year,GHG_emissions_source,End_target_intensity_unit,end_target_baseyear_emissions,End_target_target_emissions,End_target_bau_emissions,End_target_other,Interim_target_intensity_unit,Interim_target_baseyear_emissions,Interim_target_target_emissions,Interim_target_bau_emissions,Interim_target_other
09/12/2025,COM-0009,US64110L1061,Netflix,USA,North America,Company,No,Net zero,,2019.0,2022.0,Achieved (externally validated),2022.0,"The 2022 ‘net zero’ claim refers to a temporary balance via credits, while long-term decarbonization efforts continue. ",https://web.archive.org/web/20251001164923/https://s22.q4cdn.com/959853165/files/doc_downloads/2025/6/2024-Netflix-Environmental-Social-Governance-Report.pdf,Emissions reduction target,2030.0,46.0,2019.0,"“Reduce absolute GHG emissions 46% by 2030 from a 2019 baseline, across Scopes 1, and 2.
(Netflix Environmental Social Governance Report 2024, pg. 7)

For Scope 3: Reduce 55% per USD of value added by 2030, aligning with the global halving of emissions required to reach net zero by 2050.”
(Netflix Environmental Social Governance Report 2024, pg. 13)","""We continue to make progress against the targets we set in March 2021 to: 1) Reduce our emissions by roughly half by 2030, and 2) Match our remaining emissions from 2022 onwards in support of global net zero goals, through investments in verified natural climate solutions and super pollutant (e.g., methane) destruction. Beyond 2030, Netflix will continue to reduce our emissions in line with the latest climate science until global net zero is achieved"" (Netflix Environmental Social Governance Report 2023, pg. 10).

Netflix has also set an Absolute Emissions Reduction Target by 2030: ""Target: 46% by 2030 Absolute Reduction (reduce absolute emissions by 46% from a 2019 baseline)"" (Netflix Environmental Social Governance Report 2023, pg. 11: https://s22.q4cdn.com/959853165/files/doc_downloads/2024/6/2023-Netflix-Environmental-Social-Governance-Report.pdf

Scope 3 goal: ""To contribute to the global halving of emissions by 2030, which scientists prescribe as an interim step to reach global net zero in 2050, we have committed to reduce our Scope 3 emissions 55% per $USD of value added by 2030"" (Netflix Environmental Social Governance Report 2023, pg. 25).
“Netflix’s near-term science-based target has been validated by SBTi under the 1.5°C pathway. 

The 2022 ‘net zero’ claim refers to a temporary balance via credits, while long-term decarbonization efforts continue. Annual emissions are verified by EY with limited assurance covering all scopes.”",Carbon dioxide and other GHGs,Yes,Yes,Yes,"Gases covered: ""The majority of the reported CO2e emissions are from CO2 with the remainder being composed of CH4, N2O, and hydrofluorocarbons (HFCs), noting that perfluorocarbons (PFCs), SF6, and NF3 are not applicable to Netflix’s emissions. GHG Emissions – Scope 1 includes natural gas, jet fuel, gasoline, diesel, fugitive emissions from refrigerant leakage, and biogenic emissions for CH4 and N2O"" (EY Independent Accountants' Review Report 2023, pg. 3: https://web.archive.org/web/20250918141502/https://s22.q4cdn.com/959853165/files/doc_downloads/2024/6/NFLX-FY23-independent-Accountants-Report.pdf).

All scopes covered in target & greenhouse gas inventory: Netflix Environmental Social Governance Report 2023, pg. 12-18, pg. 79: https://s22.q4cdn.com/959853165/files/doc_downloads/2024/6/2023-Netflix-Environmental-Social-Governance-Report.pdf
“Netflix’s GHG inventory follows the GHG Protocol and covers Scopes 1, 2, and 3, including upstream and downstream emissions. The company publicly discloses emissions and third-party assurance reports annually.”",Yes,"Measures for all emission scopes that are covered by the target, Information on the emission reductions expected from these measures within a certain time period, Schedule for regular review of measures, Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,Yes,Not Specified,"Not tied to pay so not formally accountable: ""The Netflix Board oversees the Company’s ESG efforts, which includes sustainability, with the assistance of the Nominating and Governance Committee. They receive updates on sustainability and enterprise risk management at Board meetings. Executive Management oversees decisions related to climate risk with expert input from internal teams. An annual Company-wide enterprise risk assessment is performed, in which climate risks are considered, and the findings of this assessment are shared with our Board annually. Our sustainability program, which includes our climate strategy, is led by our Netflix Sustainability Officer"" (Netflix Environmental Social Governance Report 2024, pg. 40).

""Our independent accountants, EY, have provided limited assurance over our 2020-2023 Scope 1, 2 and 3 greenhouse gas emissions inventories (location- and market-based), and separately assured our retirement of carbon credits"" (Netflix Environmental Social Governance Report 2024, pg. 13).
“Climate performance is reviewed annually by the Netflix Board and executive management. The company’s Sustainability Officer oversees implementation of decarbonization initiatives and reporting. Netflix conducts annual third-party assurance of emissions data and carbon credit retirements.”",Yes,Must be high environmental integrity|Avoid social harm|Avoid biodiversity harm|Other conditions,,"""Any credits that we purchase must meet globally recognized core quality criteria and be:
- Additional
- Verified by a 3rd party
- Based on a conservative and realistic baseline
- Not double counted
- Durable
- Issued by a credible standard with robust provisions for reversal risk, and accounts for leakage (the risk of displacing emissions from one location to another)"" (Netflix Environmental Social Governance Report 2024, pg. 44).",Yes,Yes (nature-based and CCS-based removals),"“Netflix currently uses high-integrity, third-party verified carbon credits to neutralize residual emissions while continuing to reduce absolute emissions in line with its 2030 target. The company’s portfolio focuses on nature-based removals and emerging CCS technologies, with a long-term plan to replace offsetting with in-boundary carbon removals.”

Nature climate solutions: In 2024, we made investments in reforestation projects that harness advancements in earth observation data. (~70% of carbon credits retired to match remaining emissions in 2024 consisted of nature based projects)",,,,,No,Yes,,,,,39873000000.0,Services,14000.0,,,,,,,,,,,,,
06/08/2025,COM-0013,US90184L1026,X,USA,North America,Company,No,No target,,,,,,,https://sciencebasedtargets.org/target-dashboard,No target,,,,,"Twitter does not have any known climate targets after Elon Musk acquired the Company in 2022.

In 2021, the Company adopted Science Based Targets and committed to setting net zero and near term targets (""By adopting Science Based Targets, Twitter will have a maximum of two years to set targets for its Scope 1, 2, and 3 greenhouse gas emissions, without relying on carbon offsets."" (https://www.commondreams.org/newswire/2021/04/23/twitter-commits-set-science-based-climate-target)"" The Company had since announced some sectoral targets set for parts of the company (e.g. ""In 2019, we shared plans to achieve 100% carbon-neutral power sourcing in our current data centers by the end of 2022. [...] Our Renewable Energy Certificates (RECs) are sourced from solar and wind power projects in the same geographic region in which energy was used, and cover 100% of Scope 2 emissions from these sites. "", and in 2022 ""joined the EU climate pact, committing to ambitious North Star and Pathway pledges, in line with Paris Agreement goals. We’re committed to transitioning to renewable electricity in all our EU leased operations; using 100% carbon-neutral energy in our directly leased buildings by 2025; and upping our investments in carbon removal technologies...By 2030, we’re set to have significantly reduced our greenhouse gas emissions, paving the way for our net-zero journey."" https://blog.twitter.com/en_us/topics/company/2022/accelerating-our-climate-commitments-on-earth-day). 

However, Twitter's commitment was removed after the company was acquired by Elon Musk in 2022. There was no further mention of the company's climate commitment after the acquisition. As of today, the SBT website shows the status of Twitter Inc's ""Near-term target"" and ""Net-zero target"" both as ""Commitment Removed"" (https://sciencebasedtargets.org/target-dashboard)",,Not Specified,Not Specified,Not Specified,,No,,Less than annual reporting,No,Not Specified,"The Company's first Global Impact Report launched in 2021 also seemed to be its last: 
Announcement: https://blog.x.com/en_us/topics/company/2021/introducing-twitters-global-impact-report
Report: https://about.twitter.com/content/dam/about-twitter/en/company/global-impact-2020.pdf
Investor Relations Blog (last updated in July 2022): https://blog.twtrinc.com/",Not Specified,,,,No,Not Specified,"The company used carbon offset and investments in carbon removal technologies back in 2019, but after Musk's acquisition, there is no information on whether carbon offset will continue to be used or incorporated into any of its future emission reduction targets, if and when they are to be set. ",,,,,No,Yes,,,,,5077000000.0,Services,7500.0,,,,,,,,,,,,,
06/08/2025,COM-0014,US92826C8394,Visa,USA,North America,Company,No,Net zero,,2020.0,2040.0,Declaration / pledge,2024.0,"Achieve net-zero emissions in alignment with the SBTi net zero framework from our scopes 1, 2 and 3 emissions by 2040. (CDP Submission 2024)",https://web.archive.org/web/20250916183936/https://corporate.visa.com/content/dam/VCOM/corporate/about-visa/documents/2024-visa-corporate-responsibility-and-sustainability-report.pdf,No target,,,,,"- target reached: In 2024, we achieved carbon-neutral operations with 100% renewable electricity, including the use of renewable energy credits. (pg 3)
""We define operational carbon neutrality as including the footprint from our scope 1, scope 2 and the employee commuting and business travel components of our scope 3 GHG emissions. Our ability to maintain carbon neutrality is the result of ongoing energy efficiency initiatives, our transition to 100 percent renewable electricity and limited use of carbon offsets to cover our residual footprint. Our carbon offsets portfolio includes projects spanning our geographic regions and representing areas such as forest preservation, reforestation, renewable energy and clean cookstoves."" 
- VISA Environmental Plan: Protecting the planet: (https://web.archive.org/web/20250929133844/https://corporate.visa.com/en/about-visa/crs/planet.html)
-CSR 2024 report (https://web.archive.org/web/20250916183936/https://corporate.visa.com/content/dam/VCOM/corporate/about-visa/documents/2024-visa-corporate-responsibility-and-sustainability-report.pdf)
- CDP Submission 2024 (https://web.archive.org/web/20250917061111/https://corporate.visa.com/content/dam/VCOM/regional/na/us/about-visa/esg/2024-visa-cdp-response.pdf#page=18)
",Carbon dioxide and other GHGs,Yes,Yes,Yes,"Types of GHG: CO2, N2O, CH4, HFCs, PFCs
(pg 53 CSR 2024)
- GHG inventory: pg 54-55 CSR 2024",Yes,"Information on the emission reductions expected from these measures within a certain time period, Measures for all emission scopes that are covered by the target",Annual reporting,No,Yes,"- VISA Environmental Plan: Protecting the planet: (https://web.archive.org/web/20250929133844/https://corporate.visa.com/en/about-visa/crs/planet.html)

""Our core platform for Visa’s CRS reporting is our annual Visa CRS Report - The reporting period for Visa's annual CR&S and financial reporting is October 1, 2023 - September 30, 2024."" (https://web.archive.org/web/20240926110400/https://corporate.visa.com/en/about-visa/crs/approach.html)

leadership accountability: Visa’s incentive plan incorporates ESG metrics that are tied to the Company’s strategic objectives, with a mix that balances short- and longterm performance goals. Energy efficiency and power usage effectiveness are metrics considered for the Management group’s performance and compensation. We tie a substantial portion of our NEOs’ target annual compensation to the achievement of preestablished financial & nonfinancial objectives that support our business strategy. Our annual incentive plan incorporates sustainability metrics. . (pg 20 CDP submission 2024)",Yes,Must be high environmental integrity|Avoid biodiversity harm|Other conditions,,,No,Not Specified,"- plan to purchase and cancel carbon credits for neutralization at the end of the target-zero emissions in alignment with the SBTi net zero framework from our scopes 1, 2 and 3 emissions by 2040. (pg 89 CDP Submission 2024)
- shadow price on carbon: ""Visa applies a shadow price of 15/ton on corporate travel, which reflects Visa’s actual costs for carbon mitigation in the current year back to the function responsible for the travel. This price covers both Visa’s Scope 1 emissions associated with corporate jets, as well as emissions in Scope 3 category 6 related to business travel."" (pg 36 CDP Submission 2024)
- signatory of the Climate Pledge - ""agrees to regularly report and measure GHG emissions, implement decarbonization strategies in line with the Paris Agreement and neutralize any remaining emissions with additional, quantifiable, real, permanent, and socially beneficial offsets."" (pg 22 CDP Submission 2024)",,,,,No,Yes,,,,,36802000000.0,Services,31600.0,,,,,,,,,,,,,
06/08/2025,COM-0018,US08579W1036,Berry Global Group,USA,North America,Company,No,Net zero,,2019.0,2050.0,In corporate strategy,2023.0,"
In 2023, we developed our most ambitious GHG target to date, committing to achieve net-zero GHG emissions across Scope 1, Scope 2, and relevant Scope 3 categories by 2050, with any residual emissions (<5%) to be neutralized through high-integrity carbon removals.”. This builds on our short-term science-based target to reduce absolute Scope 1 and 2 GHG emissions by 25% versus our 2019 baseline, in line with limiting warming to 1.5°C.
“The target is aligned with the 1.5°C pathway and covers approximately 95% of total value chain emissions.”",https://www.berryglobal.com/en/sustainability/sustainability-strategy/key-issues/climate-change,Emissions reduction target,2025.0,25.0,2019.0,"Reduce absolute Scope 1 and 2 GHG emissions by 25% by 2025 versus 2019 baseline.
Reduce absolute Scope 3 GHG emissions by 25% by 2025 versus 2019 baseline.
Additional interim milestone: achieve 50% reduction across all scopes by 2030 (in line with SBTi 1.5°C criteria).”","Berry Global Group aims for a 25% reduction in GHGs by 2025. They mentioned a more ambitious starget; ""To better match our actions and ambitions, we are in the process of setting a new, more ambitious carbon reduction goal in line with achieving net-zero emissions by 2050, which would limit warming to only 1.5°C."" + "" We are exceeding our Scope 1 and 2 science-based target and expect to achieve a 25% reduction from 2019 prior to our 2025 goal.""
“Berry Global has committed to achieving these reductions primarily through operational improvements, renewable energy adoption, and supplier engagement. External carbon credits will not be used to meet interim or long-term targets. Annual progress is publicly reported and verified by third-party assurance.”



https://ir.berryglobal.com/static-files/efafc2b0-136e-4dbd-b92c-5e6794a80374",Carbon dioxide and other GHGs,Yes,Yes,Yes,"“Net Zero target applies to all operational and value-chain emissions (Scopes 1, 2, and 3) by 2050, aiming for near-complete decarbonization and minimal residual emissions.”",No,,Annual reporting,No,Yes,“Berry Global’s Board Sustainability Committee and CEO are formally accountable for achieving the net-zero target. Climate goals are linked to executive performance. Annual ESG reports disclose verified progress against interim targets.”,No,,,,Yes,Yes (nature-based and CCS-based removals),"“Berry Global does not plan to use external carbon offsets to meet its targets. Any residual emissions after 2050 will be neutralized through internal or partnered carbon removal projects, including nature-based and CCS-based solutions.”",,,,,No,Yes,,,,,11790000000.0,Materials,42000.0,,,,,,,,,,,,,
06/08/2025,COM-0020,US37045V1008,General Motors Company,USA,North America,Company,No,Carbon neutral(ity),,,2040.0,In corporate strategy,2021.0,"GM has announced plans to become carbon neutral in our global products and operations by 2040
(source: https://web.archive.org/web/20250807000628/https://www.gm.com/content/dam/company/docs/us/en/gmcom/company/GM_2023_SR.pdf)",https://web.archive.org/web/20250807000628/https://www.gm.com/content/dam/company/docs/us/en/gmcom/company/GM_2023_SR.pdf,Emissions reduction target,2035.0,71.0,2018.0,"*General Motors commits to reduce absolute scope 1 and 2 GHG emissions 72% by 2035 from a 2018 base year. 
*GM aims to source 100% renewable electricity for our U.S. sites by the end of 2025 as well as source 100% renewable electricity globally and reduce Scope 1 and 2 GHG emissions from our operations by 72% against a 2018 baseline by 2035
*General Motors Company commits to reduce scope 3 GHG emissions from use of sold products of light duty vehicles 51% per vehicle kilometer by 2035 from a 2018 base year. Also, eliminate tailpipe emissions from new U.S. light-duty vehicles by 2035.
(source: https://web.archive.org/web/20250807000628/https://www.gm.com/content/dam/company/docs/us/en/gmcom/company/GM_2023_SR.pdf)","To reach our goal of achieving carbon neutrality in global products and operations by 2040, we plan to continue creating a broad portfolio of electric vehicles (EVs) and enhancing the sustainability of our supply chain.
(source: https://web.archive.org/web/20250807000628/https://www.gm.com/content/dam/company/docs/us/en/gmcom/company/GM_2023_SR.pdf)",Carbon dioxide only,Yes,Yes,Partial,"*General Motors commits to reduce absolute scope 1 and 2 GHG emissions 72% by 2035 from a 2018 base year. 
*GM aims to source 100% renewable electricity for our U.S. sites by the end of 2025 as well as source 100% renewable electricity globally and reduce Scope 1 and 2 GHG emissions from our operations by 72% against a 2018 baseline by 2035
*General Motors Company commits to reduce scope 3 GHG emissions from use of sold products of light duty vehicles 51% per vehicle kilometer by 2035 from a 2018 base year. Also, eliminate tailpipe emissions from new U.S. light-duty vehicles by 2035.
(source: https://web.archive.org/web/20250807000628/https://www.gm.com/content/dam/company/docs/us/en/gmcom/company/GM_2023_SR.pdf)",Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,Yes,Yes,"Measures: Sourcing renewable energy and supporting the growth of renewable power generation through direct investments, on-site power generation, green tariffs and power purchase agreements (PPAs) have been central to our renewable energy goals. Other examples include continuing to expand battery production, continuing to explore opportunities for fuel reduction, alternative fuels and new technology, focusing on paint, foundry and heating, ventilation and air conditioning (HVAC) demand and others.
*Equity: The DEI (Diversity, Equity, Inclusion) Team is driving data-driven insights that will shape business priorities in the areas of talent equity, inclusive experiences, community, social impact and more.
*Leadership: In 2023, we showcased our industry leadership in sustainable energy among all manufacturing companies by becoming the leading buyer of renewable energy through power purchase agreements/ GM is a founding and Executive Committee member of the Global Platform for Sustainable Natural Rubber (GPSNR), which aims to enhance the sustainability of the natural rubber supply chain.",Yes,No conditions specified,,,No,No,"We are committed to meeting our two bold goals of carbon neutral in products and operations by 2040 and
eliminating tailpipe emissions in new light-duty vehicles by 2035. We recognize we cannot achieve these bold goals alone, and other outside factors may result in remaining carbon emissions. We will assess this, and invest in carbon credits or offsets to achieve carbon neutrality in the coming years. We recognize that offsets must be used sparingly and should reflect a holistic view of mitigating the effects of climate change and helping people thrive around the world.
(source: https://web.archive.org/web/20250807000628/https://www.gm.com/content/dam/company/docs/us/en/gmcom/company/GM_2023_SR.pdf)",,,,,No,Yes,,,,,187441000000.0,Manufacturing,162000.0,,,,,,,,,,,,,
06/08/2025,COM-0021,US4592001014,IBM,USA,North America,Company,No,Net zero,,,2030.0,In corporate strategy,2021.0,"
Reach net-zero operational GHG emissions by 2030, using feasible technologies to remove emissions in an amount which equals or exceeds IBM’s residual emissions. Correspondingly, aim for residual emissions of 350,000 metric tons of CO2-equivalent (mtCO2e) or less by 2030. - With reference to the voluntary Greenhouse Gas Protocol, our GHG emissions goals address Scope 1 and Scope 2 (market-based) emissions, as well as Scope 3 emissions associated with IBM's electricity consumption at third-party co-location data centers.",https://web.archive.org/web/20250930070354/https://www.ibm.com/downloads/documents/us-en/10a99803d62fd3a5?mhsrc=ibmsearch_a&mhq=ESG%20report,Emissions reduction target,2025.0,65.0,2010.0,"2. Reduce IBM’s greenhouse gas (GHG) emissions 65 percent by 2025 against base year 2010, adjusted for acquisitions and divestitures. 
– This covers our Scope 1 and Scope 2 emissions, as well as Scope 3 emissions associated with IBM’s electricity consumption at co-location data centers.
– This achieves a rate of reduction that equals or exceeds what scientific recommendations from the UN Intergovernmental Panel on Climate Change (IPCC) indicate is necessary to limit Earth’s warming to 1.5 degrees Celsius above pre-industrial levels.
– We challenge ourselves by not including the purchase of nature-based carbon offsets to comprise any emissions reduction",end target also an absolute emissions reduction target,Carbon dioxide and other GHGs,Yes,Yes,Partial,"Scope 3 emissions associated with IBM’s
electricity consumption at co-location data centers",Yes,"Measures for all emission scopes that are covered by the target, Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)",Annual reporting,,Yes,"measures summarised in 21 goals:
https://www.ibm.com/ibm/environment/annual/IBMEnvReport_2020.pdf
reporting:
https://www.ibm.org/responsibility/2020/esg-metrics

Governance in CDP report: https://www.ibm.com/ibm/environment/annual/IBM_cdp_climatechange_2021.pdf and reports here: https://www.ibm.com/ibm/environment/annual/reporting.shtml",Yes,Not include avoided emissions (e.g. via renewable energy projects)|Not include emissions reductions (e.g. via greater efficiency),,,Yes,"Yes (CCS-based removals e.g. BECCS, DACCS)","Interim target discludes credits, as does absolute emissions 2030 target. ""The company's net zero goal is also accompanied by a specific, numerical target for residual emissions that are likely to remain after IBM has first done all it can across its operations to reduce... Use feasible technologies, such as carbon capture (in or by 2030) to remove emissions in an amount which equals or exceeds the level of IBM's residual emissions."" https://newsroom.ibm.com/2021-02-16-IBM-Commits-To-Net-Zero-Greenhouse-Gas-Emissions-By-2030?lnk=hpv18nf1",,,,,No,Yes,,,,,62833000000.0,Services,293400.0,,,,,,,,,,,,,
03/12/2025,COM-0022,AU000000LLC3,LendLease,AUS,Oceania,Company,No,Zero emissions,,,2040.0,In corporate strategy,2025.0,"Our Mission Zero goes beyond achieving Net Zero for Scope 1 and 2 emissions. Our industry-leading Absolute Zero by 2040 target aims to eliminate Scope 1, 2, and 3 emissions within Lendlease’s defined boundaries and without the use of offsets. (Lendlease Annual Report 2025, p20)",https://web.archive.org/web/20251203105302/https://www.lendlease.com/siteassets/lendlease/shared/investor-centre/announcements/asx/2025/08/2930419.pdf,Net zero or similar,2025.0,,,"We are targeting the reduction of greenhouse gas emissions from business activities as far as possible, with the remainder offset through approved carbon offset schemes. Our Net Zero by 2025 target applies to Scope 1 and 2 emissions.  (Lendlease Annual Report 2025, p20)","""We have achieved our first milestone target—Net Zero for Scope 1 and 2 emissions—via decarbonisation strategies under our Mission Zero Roadmaps"". (Lendlease Annual Report 2025, p20)

",Carbon dioxide and other GHGs,Yes,Yes,Yes,"Scope 1: Direct emissions from fuels burned in operations, such as petrol, diesel, and gas used in fleet vehicles, cranes, and boilers.
Scope 2: Indirect emissions from purchased or generated electricity for buildings and sites.
Scope 3: Indirect upstream and downstream emissions, including raw material manufacturing, transportation, tenant energy use, and business travel.
(Mission Pathways Webpage: https://web.archive.org/web/20251203120414/https://www.lendlease.com/au/sustainability/climate-and-environment/mission-zero/what-is-mission-zero/)

Lendlease uses tCO2-eq as a unit measurement for Scope 1 to 3. CO2-eq refers to the global warming potential (GWP) of 7 greenhouse gases including: carbon dioxide, methane, nitrous oxide, HFCs, PFCs, SF6 and NF3. The CO2-eq unit is the equivalent of one metric tonne of these greenhouse gases in comparison to the impact of one metric tonne of CO2.							
 (Source: Lendlease FY25 ESG Databook, source: https://web.archive.org/web/20251203114335/https://www.lendlease.com/siteassets/lendlease/shared/sustainability/reporting-and-disclosure/esg-databook/lendlease-fy25-esg-databook.xlsx)",Yes,"Measures for all emission scopes that are covered by the target, Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity), Schedule for regular review of measures",Annual reporting,No,Yes,"The Board of Directors (Board) is ultimately responsible for Lendlease’s strategic decisions in relation to the management of climate-related risks and opportunities, and has established
two permanent committees to assist in its role: the Risk and Sustainability Committee and the Audit Committee (2025 Annual Report, p26). 

The company does not explicitly state how much executive compensation is affected by delivering on climate goals, but there is an indication of this in the 2025 Annual report (p44, 48, 49), where they disclose that ESG- and climate-related metrics (including progress on its Mission Zero / net zero and absolute zero carbon goals) are incorporated into performance scorecards used to determine variable remuneration outcomes for senior leaders. ",Yes,Must be high environmental integrity|Not include avoided emissions (e.g. via renewable energy projects)|Not include emissions reductions (e.g. via greater efficiency),,,Yes,Yes (nature-based and CCS-based removals),"All remaining [no specific figures provided] Scope 1 emissions are compensated primarily through high-quality nature-based offsets within the Australian Carbon Credit Unit scheme.
Offsets are centrally procured through a long-term offtake agreement with Tasman Environmental Markets (TEM), sourced from the Wongamere native regeneration project in Queensland.(Lendlease Annual Report 2025, p20, https://web.archive.org/web/20251203105302/https://www.lendlease.com/siteassets/lendlease/shared/investor-centre/announcements/asx/2025/08/2930419.pdf)
The 2040 target (""Absolute Zero Carbon by 2040"") excludes the use of offsets.",,,,,No,Yes,,,,,7749000000.0,Infrastructure,4200.0,,,,,,,,,,,,,
05/12/2025,COM-0026,US78409V1044,S&P Global,USA,North America,Company,No,Net zero,,2019.0,2040.0,In corporate strategy,,Net-zero total GHG emissions by 2040,https://web.archive.org/web/20250617043336/https://www.spglobal.com/content/dam/spglobal/corporate/en/documents/organization/who-we-are/sp-global-impact-report-2024.pdf,Emissions reduction target,2025.0,25.2,2019.0,25.2% reduction in absolute Scope 1 and 2 GHG emissions (equivalent to a 25% reduction per square foot),"The company has set the following climate targets: (1) 2025 Near-Term Science-Based Targets: (1.1) 25.2% reduction in absolute Scope 1 and 2 GHG emissions (equivalent to a 25% reduction per square foot), (1.2) 25% reduction in absolute Scope 3 GHG emissions from employee travel, (1.3) 81% of our spend allocated to suppliers who set their own science-based targets. (2) 2030 targets: (2.1) Net-zero Scope 1 and 2 emissions, (2.2) 100% renewable energy use in Scope 2. (3) Net-zero Scope 3 emissions from global operations within leased and sublet location by 2035. (4) Net-zero total GHG emissions by 2040. For more information, refer to the 2024 Impact Report, page 42. ",Not Specified,Yes,Yes,Yes,"1. Note on Gases Covered: The report does not explicitly specify which greenhouse gases (CO₂, CH₄, N₂O, etc.) are included or excluded under company’s emissions accounting.
2. Note on Previous Emissions: The targets use 2019 as the baseline year, indicating that emissions generated prior to 2019 are not included.",No,,Annual reporting,No,Not Specified,"1. Note on Public Plan: While the 2024 Impact Report mentions some climate-related measures, there is no indication of a comprehensive, publicly available plan to meet the targets.
2. Note on Public Reporting Mechanism: The company provides regular updates on its progress through its annual Impact Report.
3. Note on Equity: The targets apply only to the company’s own operations.
4. Note on Leadership Accountability: While the reporting indicates that certain sustainability indicators are included in remuneration, it does not clarify whether, or how, specific climate-related targets are embedded in individual or collective leadership objectives or performance evaluations.",No,,,,No,No,"As mentioned in the 2024 Impact Report (page 44), in 2024 the company purchased and retired a total of 55,000 certified carbon credits from the Extractivist Reserve (RESEX) Rio Preto-Jacundá REDD+ project in Brazil. The project is a collaboration between Biofílica and local residents, aimed at promoting sustainability in the extractive community by reducing forest degradation and illegal deforestation. Located in a 95,000-hectare reserve in Rondônia, Brazil, the project focuses on community-led initiatives that enhance climate adaptation, support local residents’ management of forest resources and provide benefits for biodiversity, including the protection of threatened species. The carbon credits are accredited by the Verified Carbon Standard. Carbon offsets are not counted as progress toward the targets, so the answers to offset/removal-related questions are ""No"".",,,,,No,Yes,,,,,14200000000.0,Services,42000.0,,,,,,,,,,,,,
07/12/2025,COM-0027,US83304A1060,Snap,USA,North America,Company,No,Net negative,,2019.0,2030.0,In corporate strategy,2021.0,"""Net Negative by 2030 - Removing from the environment more carbon than we emit each year"" (p.25 2023 CitizenSnap Report)",https://web.archive.org/web/20251207211320/https://downloads.ctfassets.net/ngit5gcrb661/3JW5WLtNlH3i7nWlNgJr4Q/dc9dbc2f6a8e44ab4c8bb021a230c974/FY2024_Citizen_Snap_Report.pdf,Emissions reduction target,2025.0,25.0,2019.0,"Reduce absolute scope 1 and 2 GHG emissions 25% by 2025 compared with 2019 baseline;
Reduce scope 3 GHG emissions 35% per unit of value added by 2025.","Launched in December 2021, Snap’s Climate Action Plan (CAP) spans three interlocking pillars: Measurement, Mitigation, and Engagement. The information in this update is mainly from the 2023 report - https://web.archive.org/web/20251008051815/https://s25.q4cdn.com/442043304/files/doc_downloads/snapReports/2023/10/2023_citizensnap_report.pdf. The 2024 report did not go into detail like the 2023.",Carbon dioxide and other GHGs,Yes,Yes,Yes,"Each year, Snap measures material emission sources under the Greenhouse Gas Protocol. It tracks scope 1, 2, and 3 emissions annually, comparing against a 2019 baseline.
Snap also offsets historical emissions from 2011–2020, becoming carbon neutral in 2021 by offsetting all scope 1, 2, and part of scope 3 emissions.
https://web.archive.org/web/20251008051815/https://s25.q4cdn.com/442043304/files/doc_downloads/snapReports/2023/10/2023_citizensnap_report.pdf. ",Yes,"Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity), Measures for all emission scopes that are covered by the target",Annual reporting,No,Yes,"Snap publishes an annual CitizenSnap Report documenting its ESG performance and climate progress.
Measures include:

Scope 1: Offsetting 100% emissions via verified carbon removal credits; adopting SAF.

Scope 2: 100% renewable electricity for all owned and operated sites.

Scope 3: Partner engagement to improve product efficiency.",Yes,Other conditions,,"Registered through reputable registries

Must show additionality

Reflect global operational footprint

Project types include:

Reforestation (Brazil)

Efficient cookstoves (Ghana)

Renewable energy (India, Turkey)",No,Yes (nature-based and CCS-based removals),"""Investment in Carbon Removal Technologies: In 2024,we allocated more than $300,000 to support thedevelopment of both nature-based and technologicalcarbon removal solutions. These investments included reforestation projects and early-stage support for direct air capture technologies that have the potential to scalepermanent carbon removals over time."". The 2024 highlighted one of the project - Octavia Carbon, a DAC ",,,,,Yes,Yes,,,,,4812000000.0,Services,5289.0,,,,,,,,,,,,,
