facility_id,facility_name,state,city,county,zip,lat,lon,year,subparts,co2e_tons,parent_name,ownership_share,attributed_co2e
1001444,AES Alamitos,CA,LONG BEACH,Los Angeles,90803,33.7688,-118.1009,2011,"C,D",693852.344,AES CORP,1.0,693852.344
1001447,AES Huntington Beach,CA,HUNTINGTON BEACH,Orange,92646,33.6436,-117.9788,2011,"C,D",661647.948,AES CORP,1.0,661647.948
1001450,AES Redondo Beach,CA,REDONDO BEACH,Los Angeles,90277,33.8504,-118.395,2011,D,314013.496,AES CORP,1.0,314013.496
1001223,AES Warrior Run,MD,CUMBERLAND,Allegany,21502,39.5944,-78.7456,2011,"C,D,PP",1487364.736,AES CORP,1.0,1487364.736
1001423,APS Saguaro Power Plant,AZ,RED ROCK,Pinal,85245,32.5517,-111.3,2011,"C,D",7065.472,PINNACLE WEST CAPITAL CORP,1.0,7065.472
1001422,APS West Phoenix Power Plant,AZ,PHOENIX,Maricopa,85043,33.4417,-112.1583,2011,"C,D",779316.104,PINNACLE WEST CAPITAL CORP,1.0,779316.104
1001347,Acadia Power Station,LA,EUNICE,Acadia,70535,30.4284,-92.4112,2011,D,1323701.996,ENTERGY CORP,0.5,661850.998
1001347,Acadia Power Station,LA,EUNICE,Acadia,70535,30.4284,-92.4112,2011,D,1323701.996,CLECO CORPORATE HOLDINGS LLC,0.5,661850.998
1000125,Ackerman Combined Cycle,MS,ACKERMAN,Choctaw,39735,33.38,-89.2091,2011,"C,D",705165.288,US GOVERNMENT,1.0,705165.288
1007206,Agua Fria Generating Station,AZ,GLENDALE,Maricopa,85303,33.5542,-112.2161,2011,"C,D",33352.828,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,1.0,33352.828
1000916,Allen,TN,MEMPHIS,Shelby,38109,35.0742,-90.1439,2011,"C,D",4473702.626,US GOVERNMENT,1.0,4473702.626
1000691,Allen S King,MN,OAK PARK HEIGHTS,Washington,55003,45.03,-92.7786,2011,"C,D",3322883.796,XCEL ENERGY INC,1.0,3322883.796
1007246,Anclote Power Plant,FL,HOLIDAY,Pasco,34691,28.1844,-82.7887,2011,"C,D",1177230.998,DUKE ENERGY CORP,1.0,1177230.998
1001097,Angus Anson,SD,SIOUX FALLS,Minnehaha,57101,43.6033,-96.6369,2011,"C,D",38270.344,XCEL ENERGY INC,1.0,38270.344
1001055,Antelope Valley,ND,BEULAH,Mercer,58523,47.3714,-101.8344,2011,D,5993366.822,BASIN ELECTRIC POWER COOPERATIVE,1.0,5993366.822
1005709,"Armstrong Power, LLC",PA,SHELOCTA,Armstrong,15774,40.6383,-79.3503,2011,D,85781.432,"LS Power Development, LLC",1.0,85781.432
1001609,Arsenal Hill Power Plant,LA,SHREVEPORT,Caddo,71101,32.5181,-93.7611,2011,D,1182087.568,AMERICAN ELECTRIC POWER CO INC,1.0,1182087.568
1000759,Arthur Kill,NY,Staten Island,Richmond,10314,40.5915,-74.2027,2011,"C,D",971461.25,ARCLIGHT ENERGY PARTNERS FUND VII LP,1.0,971461.25
1007180,Asheville Steam Electric Plant,NC,ARDEN,Buncombe,28704,35.4714,-82.5431,2011,"C,D",1740156.864,DUKE ENERGY CORP,1.0,1740156.864
1000132,Astoria Gas Turbine Power,NY,ASTORIA,Queens,11105,40.7864,-73.9133,2011,D,58969.103,NRG ENERGY INC,1.0,58969.103
1007247,Attala Generating Plant,MS,SALLIS,Attala,39160,33.0142,-89.6758,2011,"C,D",496917.608,ENTERGY CORP,1.0,496917.608
1001379,Audrain Power Plant,MO,VANDALIA,Audrain,63382,39.3092,-91.5369,2011,D,63810.064,AMEREN CORP,1.0,63810.064
1001397,Aurora Generating Station,IL,AURORA,Dupage,60504,41.8151,-88.2265,2011,"C,D",34036.076,"LS Power Development, LLC",1.0,34036.076
1007302,Baldwin Energy Complex,IL,BALDWIN,Randolph,62217,38.205,-89.855,2011,"C,D",12818528.116,Vistra Corp,1.0,12818528.116
1000997,Barney M. Davis,TX,Corpus Christi,Nueces,78418,27.6067,-97.3119,2011,"C,D",985665.448,TALEN ENERGY CORP,1.0,985665.448
1001412,Barry,AL,BUCKS,Mobile,36512,31.0069,-88.0103,2011,"C,D",7562795.042,THE SOUTHERN CO,1.0,7562795.042
1000978,Bay Front,WI,ASHLAND,Ashland,54806,46.5869,-90.9017,2011,"C,D",107783.258,XCEL ENERGY INC,1.0,107783.258
1007931,Bayou Cove Peaking Power Plant,LA,JENNINGS,Acadia,70546,30.2825,-92.5994,2011,"C,D",40931.625,CLECO CORPORATE HOLDINGS LLC,1.0,40931.625
1001172,Bayside Power Station,FL,TAMPA,Hillsborough,33619,27.9072,-82.4231,2011,D,2754508.14,TECO ENERGY INC,1.0,2754508.14
1006983,Baytown Energy Center,TX,BAYTOWN,Chambers,77523,29.7731,-94.9019,2011,"C,D",1805862.956,CPN MANAGEMENT LP,1.0,1805862.956
1000550,Bear Garden Generating Station,VA,New Canton,Buckingham,23123,37.6961,-78.2848,2011,"C,D",919772.946,DOMINION ENERGY INC,1.0,919772.946
1000284,Beatrice,NE,BEATRICE,Gage,68310,40.3286,-96.8067,2011,"C,D",62250.12,NEBRASKA PUBLIC POWER DISTRICT,1.0,62250.12
1001187,Belews Creek,NC,BELEWS CREEK,Stokes,27052,36.2811,-80.0603,2011,"C,D",13600298.758,DUKE ENERGY CORP,1.0,13600298.758
1001011,Belle River,MI,SAINT CLAIR HAVEN,Saint Clair,48054,42.7748,-82.4945,2011,"C,D",7921210.75,DTE ENERGY CO,1.0,7921210.75
1001207,Bellingham,MA,BELLINGHAM,Norfolk,2019,42.0925,-71.4833,2011,D,281061.504,NEXTERA ENERGY INC,1.0,281061.504
1006864,Bellingham Power Generation LLC,MA,BELLINGHAM,Norfolk,2019,42.1113,-71.4529,2011,"C,D",434504.74,Vistra Corp,1.0,434504.74
1000742,Bergen,NJ,RIDGEFIELD,Bergen,7657,40.8375,-74.0244,2011,"C,D",2445085.074,ARCLIGHT ENERGY PARTNERS FUND VII LP,1.0,2445085.074
1000777,Bethlehem Energy Center (Albany),NY,GLENMONT,Albany,12077,42.5905,-73.7636,2011,"C,D",1623610.332,ARCLIGHT ENERGY PARTNERS FUND VII LP,1.0,1623610.332
1000127,Bethlehem Power Plant,PA,BETHLEHEM,Northampton,18015,40.6175,-75.3147,2011,D,1875348.888,CPN MANAGEMENT LP,1.0,1875348.888
1001238,Bethpage Energy Center,NY,HICKSVILLE,Nassau,11801,40.7469,-73.4994,2011,"C,D",198207.316,CPN MANAGEMENT LP,1.0,198207.316
1001492,Big Bend,FL,APOLLO BEACH,Hillsborough,33572,27.7944,-82.4036,2011,D,10192966.81,TECO ENERGY INC,1.0,10192966.81
1007930,Big Cajun 1,LA,JARREAU,Pointe Coupee,70749,30.6736,-91.3525,2011,"C,D",70006.992,CLECO CORPORATE HOLDINGS LLC,1.0,70006.992
1001016,Big Cajun 2,LA,NEW ROADS,Pointe Coupee,70760,30.7261,-91.3669,2011,"C,D",12461976.86,ENTERGY CORP,0.14,1744676.7604
1001587,Big Sandy,KY,LOUISA,Lawrence,41230,38.1707,-82.6176,2011,"C,D",5683595.988,AMERICAN ELECTRIC POWER CO INC,1.0,5683595.988
